114	0
104	1
110	2
111	3
97	4
116	5
75	600
55	6010
51	6011
90	6012
53	6013
56	6014
40	6015
41	6016
48	6017
47	6018
42	6019
76	602
71	603
74	604
79	605
78	606
63	607
59	608
70	609
107	61
118	62
66	630
113	631
68	632
87	633
69	634
77	635
120	636
83	637
106	638
72	639
46	64
44	65
98	66
112	67
121	68
103	69
101	7
32	8
109	90
119	91
99	92
102	93
67	940
80	941
39	942
81	9430
86	9431
91	94320
93	94321
36	94322
64	94323
95	94324
128	943250
129	943251
130	943252
131	943253
132	943254
133	943255
134	943256
135	943257
35	943258
37	943259
54	94326
52	94327
57	94328
50	94329
88	9433
49	9434
58	9435
85	9436
82	9437
33	9438
89	9439
122	944
65	945
73	946
45	947
84	948
34	949
117	95
108	96
100	97
115	98
105	99
