32	97626
33	346
34	5115
35	1
36	2
37	1
38	5
39	1502
40	25
41	25
42	28
44	7785
45	1220
46	6425
47	27
48	102
49	132
50	47
51	27
52	31
53	28
54	31
55	24
56	49
57	23
58	81
59	202
63	737
64	2
65	841
66	514
67	367
68	261
69	363
70	253
71	266
72	1278
73	3868
74	120
75	86
76	347
77	757
78	361
79	374
80	295
81	21
82	275
83	837
84	1243
85	91
86	95
87	772
88	10
89	483
90	2
91	1
93	1
97	35303
98	6124
99	10736
100	18839
101	54594
102	9110
103	8033
104	28301
105	27380
106	424
107	3595
108	17289
109	11398
110	29370
111	34495
112	6989
113	416
114	25409
115	27128
116	39268
117	13545
118	4477
119	10762
120	567
121	9277
122	151
